state,county,state_code,county_code,measure_name,measure_id,rate
GA,Taliaferro County,13,265,Diabetic screening,7,83
GA,Tattnall County,13,267,Diabetic screening,7,83
TX,Jim Hogg County,48,247,Diabetic screening,7,83
TX,Kaufman County,48,257,Diabetic screening,7,83
TX,Kendall County,48,259,Diabetic screening,7,83
TX,Kenedy County,48,261,Diabetic screening,7,83
TX,King County,48,269,Diabetic screening,7,83
AR,Arkansas County,5,1,Diabetic screening,7,83
AR,Clay County,5,21,Diabetic screening,7,83
AR,Cleveland County,5,25,Diabetic screening,7,83
AR,Conway County,5,29,Diabetic screening,7,83
FL,Brevard County,12,9,Diabetic screening,7,83
OK,Jackson County,40,65,Diabetic screening,7,83
OK,Logan County,40,83,Diabetic screening,7,83
TN,Carroll County,47,17,Diabetic screening,7,83
IA,Webster County,19,187,Diabetic screening,7,83
TX,Lee County,48,287,Diabetic screening,7,83
TX,Lipscomb County,48,295,Diabetic screening,7,83
TX,Live Oak County,48,297,Diabetic screening,7,83
TX,Llano County,48,299,Diabetic screening,7,83
TX,Loving County,48,301,Diabetic screening,7,83
MT,Petroleum County,30,69,Diabetic screening,7,83
MT,Ravalli County,30,81,Diabetic screening,7,83
WV,Pleasants County,54,73,Diabetic screening,7,83
WV,Randolph County,54,83,Diabetic screening,7,83
WV,Tyler County,54,95,Diabetic screening,7,83
MD,Harford County,24,25,Diabetic screening,7,83
CT,New Haven County,9,9,Diabetic screening,7,83
OK,Major County,40,93,Diabetic screening,7,83
OK,Payne County,40,119,Diabetic screening,7,83
OK,Washington County,40,147,Diabetic screening,7,83
KS,Harper County,20,77,Diabetic screening,7,83
KS,Chautauqua County,20,19,Diabetic screening,7,83
GA,Harris County,13,145,Diabetic screening,7,83
MT,Richland County,30,83,Diabetic screening,7,83
MT,Lincoln County,30,53,Diabetic screening,7,83
MT,Meagher County,30,59,Diabetic screening,7,83
GA,Monroe County,13,207,Diabetic screening,7,83
GA,Murray County,13,213,Diabetic screening,7,83
TX,Lamb County,48,279,Diabetic screening,7,83
TX,Lampasas County,48,281,Diabetic screening,7,83
IA,Van Buren County,19,177,Diabetic screening,7,83
MD,Talbot County,24,41,Diabetic screening,7,83
OH,Williams County,39,171,Diabetic screening,7,83
TN,Bedford County,47,3,Diabetic screening,7,83
OR,Clatsop County,41,7,Diabetic screening,7,83
LA,Pointe Coupee Parish,22,77,Diabetic screening,7,83
LA,St. Charles Parish,22,89,Diabetic screening,7,83
NE,Blaine County,31,9,Diabetic screening,7,83
NE,Butler County,31,23,Diabetic screening,7,83
NC,Durham County,37,63,Diabetic screening,7,83
NC,Gaston County,37,71,Diabetic screening,7,83
TX,McCulloch County,48,307,Diabetic screening,7,83
TX,Marion County,48,315,Diabetic screening,7,83
GA,Lamar County,13,171,Diabetic screening,7,83
TX,Panola County,48,365,Diabetic screening,7,83
KS,Anderson County,20,3,Diabetic screening,7,83
KS,Barber County,20,7,Diabetic screening,7,83
CO,Arapahoe County,8,5,Diabetic screening,7,83
CO,Boulder County,8,13,Diabetic screening,7,83
KS,Labette County,20,99,Diabetic screening,7,83
KS,Ellsworth County,20,53,Diabetic screening,7,83
KS,Hamilton County,20,75,Diabetic screening,7,83
OR,Marion County,41,47,Diabetic screening,7,83
OR,Tillamook County,41,57,Diabetic screening,7,83
OR,Umatilla County,41,59,Diabetic screening,7,83
OR,Wallowa County,41,63,Diabetic screening,7,83
NE,Hall County,31,79,Diabetic screening,7,83
NE,Hamilton County,31,81,Diabetic screening,7,83
NE,Hooker County,31,91,Diabetic screening,7,83
NE,Deuel County,31,49,Diabetic screening,7,83
NE,Dundy County,31,57,Diabetic screening,7,83
NE,Arthur County,31,5,Diabetic screening,7,83
NE,Banner County,31,7,Diabetic screening,7,83
KS,Crawford County,20,37,Diabetic screening,7,83
KS,Edwards County,20,47,Diabetic screening,7,83
SD,Kingsbury County,46,77,Diabetic screening,7,83
GA,Jackson County,13,157,Diabetic screening,7,83
GA,Jefferson County,13,163,Diabetic screening,7,83
GA,Jones County,13,169,Diabetic screening,7,83
TX,Red River County,48,387,Diabetic screening,7,83
TX,Roberts County,48,393,Diabetic screening,7,83
TX,Robertson County,48,395,Diabetic screening,7,83
NE,Garden County,31,69,Diabetic screening,7,83
NE,Garfield County,31,71,Diabetic screening,7,83
NE,Gosper County,31,73,Diabetic screening,7,83
PA,Pennsylvania,42,0,Diabetic screening,7,83
LA,Bienville Parish,22,13,Diabetic screening,7,83
PA,Cambria County,42,21,Diabetic screening,7,83
PA,Chester County,42,29,Diabetic screening,7,83
PA,Clarion County,42,31,Diabetic screening,7,83
CO,Mineral County,8,79,Diabetic screening,7,83
KS,Rush County,20,165,Diabetic screening,7,83
KY,Woodford County,21,239,Diabetic screening,7,83
PA,Forest County,42,53,Diabetic screening,7,83
PA,Fulton County,42,57,Diabetic screening,7,83
KY,Rockcastle County,21,203,Diabetic screening,7,83
KY,Rowan County,21,205,Diabetic screening,7,83
TX,Stephens County,48,429,Diabetic screening,7,83
TX,Willacy County,48,489,Diabetic screening,7,83
NE,Keya Paha County,31,103,Diabetic screening,7,83
NE,Lincoln County,31,111,Diabetic screening,7,83
NE,Logan County,31,113,Diabetic screening,7,83
NE,Loup County,31,115,Diabetic screening,7,83
NE,McPherson County,31,117,Diabetic screening,7,83
SD,Perkins County,46,105,Diabetic screening,7,83
SD,Potter County,46,107,Diabetic screening,7,83
CO,Garfield County,8,45,Diabetic screening,7,83
PA,Susquehanna County,42,115,Diabetic screening,7,83
KY,Mason County,21,161,Diabetic screening,7,83
KY,Mercer County,21,167,Diabetic screening,7,83
KY,Metcalfe County,21,169,Diabetic screening,7,83
AK,Lake and Peninsula Borough,2,164,Diabetic screening,7,83
AK,Northwest Arctic Borough,2,188,Diabetic screening,7,83
AK,Wade Hampton Census Area,2,270,Diabetic screening,7,83
AK,Yakutat Borough,2,282,Diabetic screening,7,83
AK,Aleutians East Borough,2,13,Diabetic screening,7,83
NE,Rock County,31,149,Diabetic screening,7,83
NE,Scotts Bluff County,31,157,Diabetic screening,7,83
NE,Seward County,31,159,Diabetic screening,7,83
NC,Carteret County,37,31,Diabetic screening,7,83
NC,Chowan County,37,41,Diabetic screening,7,83
SD,Meade County,46,93,Diabetic screening,7,83
KS,Rice County,20,159,Diabetic screening,7,83
SC,Greenville County,45,45,Diabetic screening,7,83
KY,Lewis County,21,135,Diabetic screening,7,83
KY,Magoffin County,21,153,Diabetic screening,7,83
KY,Daviess County,21,59,Diabetic screening,7,83
GA,Douglas County,13,97,Diabetic screening,7,83
TX,Young County,48,503,Diabetic screening,7,83
UT,Box Elder County,49,3,Diabetic screening,7,83
UT,Daggett County,49,9,Diabetic screening,7,83
NE,Thomas County,31,171,Diabetic screening,7,83
NE,Wheeler County,31,183,Diabetic screening,7,83
NE,Polk County,31,143,Diabetic screening,7,83
AK,Ketchikan Gateway Borough,2,130,Diabetic screening,7,83
KY,Spencer County,21,215,Diabetic screening,7,83
PA,Mifflin County,42,87,Diabetic screening,7,83
PA,Monroe County,42,89,Diabetic screening,7,83
PA,Northampton County,42,95,Diabetic screening,7,83
KY,Knox County,21,121,Diabetic screening,7,83
KY,Laurel County,21,125,Diabetic screening,7,83
WI,Pepin County,55,91,Diabetic screening,7,83
NC,Avery County,37,11,Diabetic screening,7,83
NC,Bertie County,37,15,Diabetic screening,7,83
NV,Esmeralda County,32,9,Diabetic screening,7,83
AK,Aleutians West Census Area,2,16,Diabetic screening,7,83
AK,Bristol Bay Borough,2,60,Diabetic screening,7,83
AK,Dillingham Census Area,2,70,Diabetic screening,7,83
GA,Cook County,13,75,Diabetic screening,7,83
GA,Dade County,13,83,Diabetic screening,7,83
GA,Dawson County,13,85,Diabetic screening,7,83
KS,Woodson County,20,207,Diabetic screening,7,83
SC,Beaufort County,45,13,Diabetic screening,7,83
SC,Calhoun County,45,17,Diabetic screening,7,83
SC,Fairfield County,45,39,Diabetic screening,7,83
AL,Cleburne County,1,29,Diabetic screening,7,83
FL,Volusia County,12,127,Diabetic screening,7,83
FL,Washington County,12,133,Diabetic screening,7,83
NY,Orange County,36,71,Diabetic screening,7,83
NY,Orleans County,36,73,Diabetic screening,7,83
NY,Otsego County,36,77,Diabetic screening,7,83
NY,Rensselaer County,36,83,Diabetic screening,7,83
NY,Richmond County,36,85,Diabetic screening,7,83
NJ,Ocean County,34,29,Diabetic screening,7,83
NJ,Somerset County,34,35,Diabetic screening,7,83
NY,Schuyler County,36,97,Diabetic screening,7,83
CO,Larimer County,8,69,Diabetic screening,7,83
CO,Logan County,8,75,Diabetic screening,7,83
KY,Butler County,21,31,Diabetic screening,7,83
KY,Caldwell County,21,33,Diabetic screening,7,83
KY,Green County,21,87,Diabetic screening,7,83
AL,Cullman County,1,43,Diabetic screening,7,83
AL,DeKalb County,1,49,Diabetic screening,7,83
AL,Franklin County,1,59,Diabetic screening,7,83
NY,Madison County,36,53,Diabetic screening,7,83
NM,DeBaca County,35,11,Diabetic screening,7,83
NM,Harding County,35,21,Diabetic screening,7,83
NM,Hidalgo County,35,23,Diabetic screening,7,83
NY,Nassau County,36,59,Diabetic screening,7,83
UT,Weber County,49,57,Diabetic screening,7,83
NM,Mora County,35,33,Diabetic screening,7,83
NM,Quay County,35,37,Diabetic screening,7,83
NY,Erie County,36,29,Diabetic screening,7,83
NY,Genesee County,36,37,Diabetic screening,7,83
AL,Henry County,1,67,Diabetic screening,7,83
AL,Barbour County,1,5,Diabetic screening,7,83
AL,Bibb County,1,7,Diabetic screening,7,83
AL,Bullock County,1,11,Diabetic screening,7,82
WY,Albany County,56,1,Diabetic screening,7,82
KS,Elk County,20,49,Diabetic screening,7,82
KS,Atchison County,20,5,Diabetic screening,7,82
SD,Pennington County,46,103,Diabetic screening,7,82
SD,Stanley County,46,117,Diabetic screening,7,82
SD,Tripp County,46,123,Diabetic screening,7,82
KS,Hodgeman County,20,83,Diabetic screening,7,82
KS,Lincoln County,20,105,Diabetic screening,7,82
KS,Ellis County,20,51,Diabetic screening,7,82
KS,Trego County,20,195,Diabetic screening,7,82
AR,Baxter County,5,5,Diabetic screening,7,82
AR,Boone County,5,9,Diabetic screening,7,82
AR,Carroll County,5,15,Diabetic screening,7,82
AR,Cleburne County,5,23,Diabetic screening,7,82
WV,Webster County,54,101,Diabetic screening,7,82
WV,Wyoming County,54,109,Diabetic screening,7,82
NM,Torrance County,35,57,Diabetic screening,7,82
NY,Franklin County,36,33,Diabetic screening,7,82
AK,Nome Census Area,2,180,Diabetic screening,7,82
WV,Mercer County,54,55,Diabetic screening,7,82
AR,Dallas County,5,39,Diabetic screening,7,82
AR,Drew County,5,43,Diabetic screening,7,82
AR,Hempstead County,5,57,Diabetic screening,7,82
NM,Eddy County,35,15,Diabetic screening,7,82
NM,Guadalupe County,35,19,Diabetic screening,7,82
WV,Pendleton County,54,71,Diabetic screening,7,82
WV,Pocahontas County,54,75,Diabetic screening,7,82
WV,Taylor County,54,91,Diabetic screening,7,82
AR,Ashley County,5,3,Diabetic screening,7,82
KS,Wallace County,20,199,Diabetic screening,7,82
KS,Wilson County,20,205,Diabetic screening,7,82
SD,Harding County,46,63,Diabetic screening,7,82
IN,Steuben County,18,151,Diabetic screening,7,82
IN,Switzerland County,18,155,Diabetic screening,7,82
IN,Tipton County,18,159,Diabetic screening,7,82
IN,Wayne County,18,177,Diabetic screening,7,82
TN,Clay County,47,27,Diabetic screening,7,82
TN,Franklin County,47,51,Diabetic screening,7,82
NJ,Sussex County,34,37,Diabetic screening,7,82
NY,Suffolk County,36,103,Diabetic screening,7,82
NY,Ulster County,36,111,Diabetic screening,7,82
WV,Berkeley County,54,3,Diabetic screening,7,82
WV,Cabell County,54,11,Diabetic screening,7,82
WV,Hancock County,54,29,Diabetic screening,7,82
WV,Kanawha County,54,39,Diabetic screening,7,82
IN,Pulaski County,18,131,Diabetic screening,7,82
KY,Casey County,21,45,Diabetic screening,7,82
KY,Crittenden County,21,55,Diabetic screening,7,82
KY,Adair County,21,1,Diabetic screening,7,82
IN,St. Joseph County,18,141,Diabetic screening,7,82
IN,La Porte County,18,91,Diabetic screening,7,82
AR,Izard County,5,65,Diabetic screening,7,82
AR,Jefferson County,5,69,Diabetic screening,7,82
AR,Lincoln County,5,79,Diabetic screening,7,82
AR,Logan County,5,83,Diabetic screening,7,82
AR,Marion County,5,89,Diabetic screening,7,82
NC,Anson County,37,7,Diabetic screening,7,82
NV,Elko County,32,7,Diabetic screening,7,82
NV,Eureka County,32,11,Diabetic screening,7,82
NV,Lincoln County,32,17,Diabetic screening,7,82
NV,Storey County,32,29,Diabetic screening,7,82
NJ,Morris County,34,27,Diabetic screening,7,82
TN,Henry County,47,79,Diabetic screening,7,82
KY,Knott County,21,119,Diabetic screening,7,82
KY,Gallatin County,21,77,Diabetic screening,7,82
KY,Greenup County,21,89,Diabetic screening,7,82
SD,Clay County,46,27,Diabetic screening,7,82
KY,Campbell County,21,37,Diabetic screening,7,82
IN,Jefferson County,18,77,Diabetic screening,7,82
IN,Johnson County,18,81,Diabetic screening,7,82
IN,Fayette County,18,41,Diabetic screening,7,82
AR,Monroe County,5,95,Diabetic screening,7,82
AR,Nevada County,5,99,Diabetic screening,7,82
AR,Pike County,5,109,Diabetic screening,7,82
AR,Prairie County,5,117,Diabetic screening,7,82
NE,Stanton County,31,167,Diabetic screening,7,82
NE,York County,31,185,Diabetic screening,7,82
NC,Cherokee County,37,39,Diabetic screening,7,82
NE,Kimball County,31,105,Diabetic screening,7,82
IN,Fulton County,18,49,Diabetic screening,7,82
TN,Lewis County,47,101,Diabetic screening,7,82
SC,Saluda County,45,81,Diabetic screening,7,82
SC,Williamsburg County,45,89,Diabetic screening,7,82
KY,Harrison County,21,97,Diabetic screening,7,82
KY,Hickman County,21,105,Diabetic screening,7,82
SC,Lancaster County,45,57,Diabetic screening,7,82
NE,Dawes County,31,45,Diabetic screening,7,82
NE,Box Butte County,31,13,Diabetic screening,7,82
NE,Cherry County,31,31,Diabetic screening,7,82
NC,Duplin County,37,61,Diabetic screening,7,82
NC,Graham County,37,75,Diabetic screening,7,82
MT,Rosebud County,30,87,Diabetic screening,7,82
MT,Toole County,30,101,Diabetic screening,7,82
MT,Treasure County,30,103,Diabetic screening,7,82
VA,Suffolk city,51,800,Diabetic screening,7,82
KY,McCracken County,21,145,Diabetic screening,7,82
KY,McCreary County,21,147,Diabetic screening,7,82
KY,McLean County,21,149,Diabetic screening,7,82
KY,Marshall County,21,157,Diabetic screening,7,82
IL,Washington County,17,189,Diabetic screening,7,82
IL,Richland County,17,159,Diabetic screening,7,82
TN,Pickett County,47,137,Diabetic screening,7,82
NC,Hoke County,37,93,Diabetic screening,7,82
NC,Jackson County,37,99,Diabetic screening,7,82
VA,Portsmouth city,51,740,Diabetic screening,7,82
CA,Calaveras County,6,9,Diabetic screening,7,82
RI,Washington County,44,9,Diabetic screening,7,82
SC,Anderson County,45,7,Diabetic screening,7,82
SC,Barnwell County,45,11,Diabetic screening,7,82
PA,Wayne County,42,127,Diabetic screening,7,82
KY,Meade County,21,163,Diabetic screening,7,82
KY,Morgan County,21,175,Diabetic screening,7,82
KY,Oldham County,21,185,Diabetic screening,7,82
KY,Owen County,21,187,Diabetic screening,7,82
RI,Providence County,44,7,Diabetic screening,7,82
KY,Todd County,21,219,Diabetic screening,7,82
PA,Mercer County,42,85,Diabetic screening,7,82
CA,Sierra County,6,91,Diabetic screening,7,82
MT,Golden Valley County,30,37,Diabetic screening,7,82
MT,Lake County,30,47,Diabetic screening,7,82
MT,Lewis and Clark County,30,49,Diabetic screening,7,82
NC,Pasquotank County,37,139,Diabetic screening,7,82
NC,Robeson County,37,155,Diabetic screening,7,82
VA,Colonial Heights city,51,570,Diabetic screening,7,82
VA,Falls Church city,51,610,Diabetic screening,7,82
CA,Modoc County,6,49,Diabetic screening,7,82
CA,Monterey County,6,53,Diabetic screening,7,82
PA,Potter County,42,105,Diabetic screening,7,82
PA,Sullivan County,42,113,Diabetic screening,7,82
IL,Henderson County,17,71,Diabetic screening,7,82
IL,Iroquois County,17,75,Diabetic screening,7,82
IL,Kankakee County,17,91,Diabetic screening,7,82
IL,Lake County,17,97,Diabetic screening,7,82
TN,Trousdale County,47,169,Diabetic screening,7,82
TN,Wayne County,47,181,Diabetic screening,7,82
IL,Edgar County,17,45,Diabetic screening,7,82
IL,Franklin County,17,55,Diabetic screening,7,82
IL,Greene County,17,61,Diabetic screening,7,82
IL,Hamilton County,17,65,Diabetic screening,7,82
CO,Adams County,8,1,Diabetic screening,7,82
VA,Southampton County,51,175,Diabetic screening,7,82
MT,Carbon County,30,9,Diabetic screening,7,82
MO,Ste. Genevieve County,29,186,Diabetic screening,7,82
MO,Sullivan County,29,211,Diabetic screening,7,82
MO,Putnam County,29,171,Diabetic screening,7,82
MO,Maries County,29,125,Diabetic screening,7,82
MO,Morgan County,29,141,Diabetic screening,7,82
VA,York County,51,199,Diabetic screening,7,82
MO,Jasper County,29,97,Diabetic screening,7,82
NC,Wayne County,37,191,Diabetic screening,7,82
ND,Adams County,38,1,Diabetic screening,7,82
MO,Daviess County,29,61,Diabetic screening,7,82
MO,Hickory County,29,85,Diabetic screening,7,82
CO,Las Animas County,8,71,Diabetic screening,7,82
VA,New Kent County,51,127,Diabetic screening,7,82
CO,Custer County,8,27,Diabetic screening,7,82
IL,Clinton County,17,27,Diabetic screening,7,82
TN,Wilson County,47,189,Diabetic screening,7,82
TX,Anderson County,48,1,Diabetic screening,7,82
TX,Archer County,48,9,Diabetic screening,7,82
TX,Bailey County,48,17,Diabetic screening,7,82
TX,Bastrop County,48,21,Diabetic screening,7,82
LA,Assumption Parish,22,7,Diabetic screening,7,82
PA,Erie County,42,49,Diabetic screening,7,82
KY,Pendleton County,21,191,Diabetic screening,7,82
TX,Bosque County,48,35,Diabetic screening,7,82
TX,Brewster County,48,43,Diabetic screening,7,82
TX,Briscoe County,48,45,Diabetic screening,7,82
VA,Henry County,51,89,Diabetic screening,7,82
CO,Morgan County,8,87,Diabetic screening,7,82
CO,Otero County,8,89,Diabetic screening,7,82
CO,Pitkin County,8,97,Diabetic screening,7,82
MO,Camden County,29,29,Diabetic screening,7,82
MS,Tippah County,28,139,Diabetic screening,7,82
MS,Tunica County,28,143,Diabetic screening,7,82
MO,Iron County,29,93,Diabetic screening,7,82
MO,Jackson County,29,95,Diabetic screening,7,82
ID,Minidoka County,16,67,Diabetic screening,7,82
TX,Cherokee County,48,73,Diabetic screening,7,82
LA,Cameron Parish,22,23,Diabetic screening,7,82
LA,Claiborne Parish,22,27,Diabetic screening,7,82
PA,Crawford County,42,39,Diabetic screening,7,82
PA,Delaware County,42,45,Diabetic screening,7,82
TX,Cottle County,48,101,Diabetic screening,7,82
DE,Delaware,10,0,Diabetic screening,7,82
FL,Florida,12,0,Diabetic screening,7,82
ND,McKenzie County,38,53,Diabetic screening,7,82
MS,Perry County,28,111,Diabetic screening,7,82
MS,Prentiss County,28,117,Diabetic screening,7,82
MS,Sharkey County,28,125,Diabetic screening,7,82
CO,Teller County,8,119,Diabetic screening,7,82
CO,Weld County,8,123,Diabetic screening,7,82
CT,Fairfield County,9,1,Diabetic screening,7,82
TX,Culberson County,48,109,Diabetic screening,7,82
TX,Dallas County,48,113,Diabetic screening,7,82
TX,Deaf Smith County,48,117,Diabetic screening,7,82
ID,Gooding County,16,47,Diabetic screening,7,82
ID,Idaho County,16,49,Diabetic screening,7,82
OR,Union County,41,61,Diabetic screening,7,82
OR,Wheeler County,41,69,Diabetic screening,7,82
TX,Delta County,48,119,Diabetic screening,7,82
TX,Dickens County,48,125,Diabetic screening,7,82
FL,Orange County,12,95,Diabetic screening,7,82
FL,Hernando County,12,53,Diabetic screening,7,82
FL,Highlands County,12,55,Diabetic screening,7,82
ND,Williams County,38,105,Diabetic screening,7,82
OH,Ohio,39,0,Diabetic screening,7,82
MS,Jones County,28,67,Diabetic screening,7,82
MS,Lamar County,28,73,Diabetic screening,7,82
MS,Leflore County,28,83,Diabetic screening,7,82
MS,Lowndes County,28,87,Diabetic screening,7,82
FL,Seminole County,12,117,Diabetic screening,7,82
FL,Suwannee County,12,121,Diabetic screening,7,82
FL,Union County,12,125,Diabetic screening,7,82
FL,Wakulla County,12,129,Diabetic screening,7,82
GA,Appling County,13,1,Diabetic screening,7,82
OH,Columbiana County,39,29,Diabetic screening,7,82
MS,George County,28,39,Diabetic screening,7,82
MS,Humphreys County,28,53,Diabetic screening,7,82
FL,Nassau County,12,89,Diabetic screening,7,82
TX,Ellis County,48,139,Diabetic screening,7,82
ID,Blaine County,16,13,Diabetic screening,7,82
LA,Tensas Parish,22,107,Diabetic screening,7,82
OR,Polk County,41,53,Diabetic screening,7,82
LA,Jackson Parish,22,49,Diabetic screening,7,82
LA,Lafourche Parish,22,57,Diabetic screening,7,82
ID,Bonner County,16,17,Diabetic screening,7,82
ID,Boundary County,16,21,Diabetic screening,7,82
TX,Foard County,48,155,Diabetic screening,7,82
TX,Gonzales County,48,177,Diabetic screening,7,82
UT,Morgan County,49,29,Diabetic screening,7,82
UT,Piute County,49,31,Diabetic screening,7,82
UT,Utah County,49,49,Diabetic screening,7,82
UT,Washington County,49,53,Diabetic screening,7,82
GA,Berrien County,13,19,Diabetic screening,7,82
OH,Erie County,39,43,Diabetic screening,7,82
OH,Fulton County,39,51,Diabetic screening,7,82
MS,Clay County,28,25,Diabetic screening,7,82
GA,Brantley County,13,25,Diabetic screening,7,82
GA,Wayne County,13,305,Diabetic screening,7,82
LA,West Carroll Parish,22,123,Diabetic screening,7,82
LA,Richland Parish,22,83,Diabetic screening,7,82
GA,Wilkinson County,13,319,Diabetic screening,7,82
TX,Grimes County,48,185,Diabetic screening,7,82
GA,Tift County,13,277,Diabetic screening,7,82
GA,Twiggs County,13,289,Diabetic screening,7,82
TX,Zavala County,48,507,Diabetic screening,7,82
UT,Utah,49,0,Diabetic screening,7,82
UT,Duchesne County,49,13,Diabetic screening,7,82
UT,Grand County,49,19,Diabetic screening,7,82
GA,Catoosa County,13,47,Diabetic screening,7,82
GA,Charlton County,13,49,Diabetic screening,7,82
GA,Chattooga County,13,55,Diabetic screening,7,82
OH,Huron County,39,77,Diabetic screening,7,82
GA,Clayton County,13,63,Diabetic screening,7,82
GA,Clinch County,13,65,Diabetic screening,7,82
TX,Jack County,48,237,Diabetic screening,7,82
GA,Spalding County,13,255,Diabetic screening,7,82
OK,Stephens County,40,137,Diabetic screening,7,82
OK,Tulsa County,40,143,Diabetic screening,7,82
GA,Pierce County,13,229,Diabetic screening,7,82
GA,Crisp County,13,81,Diabetic screening,7,82
MI,Monroe County,26,115,Diabetic screening,7,82
OH,Noble County,39,121,Diabetic screening,7,82
MI,Huron County,26,63,Diabetic screening,7,82
MI,Lapeer County,26,87,Diabetic screening,7,82
TX,Zapata County,48,505,Diabetic screening,7,82
GA,Polk County,13,233,Diabetic screening,7,82
TX,Leon County,48,289,Diabetic screening,7,82
TX,Lynn County,48,305,Diabetic screening,7,82
TX,McLennan County,48,309,Diabetic screening,7,82
TX,Madison County,48,313,Diabetic screening,7,82
TX,Martin County,48,317,Diabetic screening,7,82
TX,Menard County,48,327,Diabetic screening,7,82
OK,Noble County,40,103,Diabetic screening,7,82
OK,Okfuskee County,40,107,Diabetic screening,7,82
TX,Mills County,48,333,Diabetic screening,7,82
GA,Liberty County,13,179,Diabetic screening,7,82
TX,Throckmorton County,48,447,Diabetic screening,7,82
TX,Upshur County,48,459,Diabetic screening,7,82
TX,Van Zandt County,48,467,Diabetic screening,7,82
TX,Waller County,48,473,Diabetic screening,7,82
MA,Nantucket County,25,19,Diabetic screening,7,82
OH,Summit County,39,153,Diabetic screening,7,82
MD,Frederick County,24,21,Diabetic screening,7,82
TX,Wilson County,48,493,Diabetic screening,7,82
GA,Long County,13,183,Diabetic screening,7,82
GA,Meriwether County,13,199,Diabetic screening,7,82
MD,Anne Arundel County,24,3,Diabetic screening,7,82
MD,Baltimore County,24,5,Diabetic screening,7,82
OK,Greer County,40,55,Diabetic screening,7,82
OK,Kingfisher County,40,73,Diabetic screening,7,82
OK,Kiowa County,40,75,Diabetic screening,7,82
TX,Morris County,48,343,Diabetic screening,7,82
TX,Nolan County,48,353,Diabetic screening,7,82
TX,Nueces County,48,355,Diabetic screening,7,82
TX,Oldham County,48,359,Diabetic screening,7,82
OH,Washington County,39,167,Diabetic screening,7,82
OH,Wood County,39,173,Diabetic screening,7,82
GA,Glascock County,13,125,Diabetic screening,7,82
GA,Grady County,13,131,Diabetic screening,7,82
GA,Greene County,13,133,Diabetic screening,7,82
TX,Sherman County,48,421,Diabetic screening,7,82
TX,Sutton County,48,435,Diabetic screening,7,82
TX,Swisher County,48,437,Diabetic screening,7,82
TX,Tarrant County,48,439,Diabetic screening,7,82
OK,Creek County,40,37,Diabetic screening,7,82
ME,Washington County,23,29,Diabetic screening,7,82
MD,Maryland,24,0,Diabetic screening,7,82
GA,Irwin County,13,155,Diabetic screening,7,82
TX,Potter County,48,375,Diabetic screening,7,82
TX,Reagan County,48,383,Diabetic screening,7,82
TX,Reeves County,48,389,Diabetic screening,7,82
GA,Fannin County,13,111,Diabetic screening,7,82
GA,Fulton County,13,121,Diabetic screening,7,82
GA,Gilmer County,13,123,Diabetic screening,7,82
WY,Crook County,56,11,Diabetic screening,7,82
AL,Coffee County,1,31,Diabetic screening,7,82
AL,Coosa County,1,37,Diabetic screening,7,82
AL,Fayette County,1,57,Diabetic screening,7,82
KS,Ford County,20,57,Diabetic screening,7,82
KS,Geary County,20,61,Diabetic screening,7,82
KS,Grant County,20,67,Diabetic screening,7,82
KS,Haskell County,20,81,Diabetic screening,7,82
KS,Douglas County,20,45,Diabetic screening,7,82
AL,Walker County,1,127,Diabetic screening,7,82
AL,Morgan County,1,103,Diabetic screening,7,82
NM,Valencia County,35,61,Diabetic screening,7,82
NY,New York,36,0,Diabetic screening,7,82
AL,Sumter County,1,119,Diabetic screening,7,82
AL,Jefferson County,1,73,Diabetic screening,7,82
AL,Lawrence County,1,79,Diabetic screening,7,82
AL,Macon County,1,87,Diabetic screening,7,82
AL,Blount County,1,9,Diabetic screening,7,81
AL,Lee County,1,81,Diabetic screening,7,81
AL,Greene County,1,63,Diabetic screening,7,81
AL,Tuscaloosa County,1,125,Diabetic screening,7,81
AL,St. Clair County,1,115,Diabetic screening,7,81
WY,Park County,56,29,Diabetic screening,7,81
WY,Laramie County,56,21,Diabetic screening,7,81
AK,Kenai Peninsula Borough,2,122,Diabetic screening,7,81
AK,Denali Borough,2,68,Diabetic screening,7,81
AZ,Yavapai County,4,25,Diabetic screening,7,81
AZ,Yuma County,4,27,Diabetic screening,7,81
AK,Skagway-Hoonah-Angoon Census Area,2,232,Diabetic screening,7,81
WV,Mason County,54,53,Diabetic screening,7,81
AR,Desha County,5,41,Diabetic screening,7,81
NY,Putnam County,36,79,Diabetic screening,7,81
NJ,Middlesex County,34,23,Diabetic screening,7,81
WV,Putnam County,54,79,Diabetic screening,7,81
WV,Summers County,54,89,Diabetic screening,7,81
SD,Jones County,46,75,Diabetic screening,7,81
SD,McCook County,46,87,Diabetic screening,7,81
KS,Phillips County,20,147,Diabetic screening,7,81
KS,Seward County,20,175,Diabetic screening,7,81
IN,Sullivan County,18,153,Diabetic screening,7,81
IN,Vigo County,18,167,Diabetic screening,7,81
IN,Washington County,18,175,Diabetic screening,7,81
TX,Terry County,48,445,Diabetic screening,7,81
TX,Titus County,48,449,Diabetic screening,7,81
TX,Travis County,48,453,Diabetic screening,7,81
TX,Tyler County,48,457,Diabetic screening,7,81
MI,Bay County,26,17,Diabetic screening,7,81
MI,Branch County,26,23,Diabetic screening,7,81
OH,Richland County,39,139,Diabetic screening,7,81
GA,Coweta County,13,77,Diabetic screening,7,81
