state,county,state_code,county_code,year_span,measure_name,measure_id,rate
TX,Culberson County,48,109,2005,Adult obesity,11,25
TX,Culberson County,48,109,2004,Adult obesity,11,25
MN,Waseca County,27,161,2004,Adult obesity,11,25
MN,Wadena County,27,159,2004,Adult obesity,11,25
PA,Susquehanna County,42,115,2008,Adult obesity,11,25
PA,Susquehanna County,42,115,2005,Adult obesity,11,25
PA,Susquehanna County,42,115,2004,Adult obesity,11,25
PA,Venango County,42,121,2006,Adult obesity,11,25
NE,Dawes County,31,45,2006,Adult obesity,11,25
NE,Dawes County,31,45,2005,Adult obesity,11,25
NE,Dawes County,31,45,2004,Adult obesity,11,25
OH,Madison County,39,97,2005,Adult obesity,11,25
OH,Madison County,39,97,2004,Adult obesity,11,25
UT,Garfield County,49,17,2009,Adult obesity,11,25
IN,Johnson County,18,81,2005,Adult obesity,11,25
PA,Northampton County,42,95,2004,Adult obesity,11,25
TX,Dawson County,48,115,2005,Adult obesity,11,25
TX,Dallas County,48,113,2005,Adult obesity,11,25
TX,Dallam County,48,111,2005,Adult obesity,11,25
TX,Dallam County,48,111,2004,Adult obesity,11,25
IN,Lagrange County,18,87,2004,Adult obesity,11,25
IN,Kosciusko County,18,85,2004,Adult obesity,11,25
GA,Catoosa County,13,47,2004,Adult obesity,11,25
PA,Potter County,42,105,2004,Adult obesity,11,25
IN,Madison County,18,95,2004,Adult obesity,11,25
PA,Pike County,42,103,2005,Adult obesity,11,25
TX,Delta County,48,119,2005,Adult obesity,11,25
TX,Delta County,48,119,2004,Adult obesity,11,25
TX,Deaf Smith County,48,117,2005,Adult obesity,11,25
MN,Traverse County,27,155,2004,Adult obesity,11,25
IN,Huntington County,18,69,2004,Adult obesity,11,25
MO,Osage County,29,151,2004,Adult obesity,11,25
PA,Montgomery County,42,91,2009,Adult obesity,11,25
PA,Montgomery County,42,91,2008,Adult obesity,11,25
IN,Jay County,18,75,2004,Adult obesity,11,25
UT,Garfield County,49,17,2008,Adult obesity,11,25
UT,Duchesne County,49,13,2005,Adult obesity,11,25
UT,Davis County,49,11,2010,Adult obesity,11,25
UT,Davis County,49,11,2009,Adult obesity,11,25
OH,Meigs County,39,105,2004,Adult obesity,11,25
IL,Wayne County,17,191,2005,Adult obesity,11,25
IL,Washington County,17,189,2004,Adult obesity,11,25
OH,Medina County,39,103,2004,Adult obesity,11,25
UT,Daggett County,49,9,2008,Adult obesity,11,25
UT,Daggett County,49,9,2007,Adult obesity,11,25
UT,Carbon County,49,7,2007,Adult obesity,11,25
UT,Carbon County,49,7,2006,Adult obesity,11,25
IA,Wright County,19,197,2006,Adult obesity,11,25
IA,Wright County,19,197,2004,Adult obesity,11,25
UT,Box Elder County,49,3,2006,Adult obesity,11,25
MN,Aitkin County,27,1,2004,Adult obesity,11,25
KS,Chautauqua County,20,19,2004,Adult obesity,11,25
ID,Idaho,16,0,2006,Adult obesity,11,25
OH,Miami County,39,109,2004,Adult obesity,11,25
OH,Mercer County,39,107,2004,Adult obesity,11,25
UT,Utah,49,0,2010,Adult obesity,11,25
UT,Utah,49,0,2009,Adult obesity,11,25
PA,Mc Kean County,42,83,2005,Adult obesity,11,25
PA,Monroe County,42,89,2005,Adult obesity,11,25
GA,Cherokee County,13,57,2008,Adult obesity,11,25
TX,Dimmit County,48,127,2004,Adult obesity,11,25
TX,Dickens County,48,125,2005,Adult obesity,11,25
TX,DeWitt County,48,123,2005,Adult obesity,11,25
TX,DeWitt County,48,123,2004,Adult obesity,11,25
OH,Morrow County,39,117,2005,Adult obesity,11,25
OH,Morrow County,39,117,2004,Adult obesity,11,25
OH,Morgan County,39,115,2004,Adult obesity,11,25
OH,Monroe County,39,111,2004,Adult obesity,11,25
ID,Adams County,16,3,2006,Adult obesity,11,25
TX,Zavala County,48,507,2005,Adult obesity,11,25
TX,Zapata County,48,505,2005,Adult obesity,11,25
TX,Zapata County,48,505,2004,Adult obesity,11,25
NE,Colfax County,31,37,2004,Adult obesity,11,25
NE,Clay County,31,35,2004,Adult obesity,11,25
CA,Sacramento County,6,67,2007,Adult obesity,11,25
CA,Riverside County,6,65,2007,Adult obesity,11,25
IN,Hamilton County,18,57,2007,Adult obesity,11,25
TX,Eastland County,48,133,2005,Adult obesity,11,25
TX,Duval County,48,131,2005,Adult obesity,11,25
TX,Donley County,48,129,2004,Adult obesity,11,25
PA,Lycoming County,42,81,2005,Adult obesity,11,25
PA,Luzerne County,42,79,2004,Adult obesity,11,25
GA,Chattooga County,13,55,2005,Adult obesity,11,25
TX,Wood County,48,499,2005,Adult obesity,11,25
TX,Wood County,48,499,2004,Adult obesity,11,25
TX,Wise County,48,497,2005,Adult obesity,11,25
TX,Winkler County,48,495,2005,Adult obesity,11,25
TX,Winkler County,48,495,2004,Adult obesity,11,25
OH,Ottawa County,39,123,2005,Adult obesity,11,25
OH,Muskingum County,39,119,2005,Adult obesity,11,25
OH,Muskingum County,39,119,2004,Adult obesity,11,25
PA,Lawrence County,42,73,2004,Adult obesity,11,25
GA,Clarke County,13,59,2006,Adult obesity,11,25
GA,Clarke County,13,59,2005,Adult obesity,11,25
PA,Lancaster County,42,71,2005,Adult obesity,11,25
PA,Lackawanna County,42,69,2010,Adult obesity,11,25
TX,Edwards County,48,137,2004,Adult obesity,11,25
TX,Ector County,48,135,2004,Adult obesity,11,25
MN,Stevens County,27,149,2005,Adult obesity,11,25
MN,Stevens County,27,149,2004,Adult obesity,11,25
MO,Polk County,29,167,2004,Adult obesity,11,25
TX,Wilson County,48,493,2005,Adult obesity,11,25
TX,Williamson County,48,491,2008,Adult obesity,11,25
TX,Willacy County,48,489,2005,Adult obesity,11,25
TX,Wilbarger County,48,487,2005,Adult obesity,11,25
TX,Wilbarger County,48,487,2004,Adult obesity,11,25
TX,Wichita County,48,485,2006,Adult obesity,11,25
TX,Erath County,48,143,2004,Adult obesity,11,25
MN,Big Stone County,27,11,2004,Adult obesity,11,25
MN,Benton County,27,9,2005,Adult obesity,11,25
MN,Benton County,27,9,2004,Adult obesity,11,25
MN,Beltrami County,27,7,2005,Adult obesity,11,25
MN,Beltrami County,27,7,2004,Adult obesity,11,25
TX,Wheeler County,48,483,2004,Adult obesity,11,25
CA,San Bernardino County,6,71,2005,Adult obesity,11,25
OH,Preble County,39,135,2004,Adult obesity,11,25
OH,Portage County,39,133,2004,Adult obesity,11,25
OH,Pike County,39,131,2005,Adult obesity,11,25
OH,Pike County,39,131,2004,Adult obesity,11,25
NE,Chase County,31,29,2004,Adult obesity,11,25
NE,Cedar County,31,27,2004,Adult obesity,11,25
OH,Preble County,39,135,2005,Adult obesity,11,25
CA,San Benito County,6,69,2008,Adult obesity,11,25
PA,Lackawanna County,42,69,2007,Adult obesity,11,25
PA,Indiana County,42,63,2005,Adult obesity,11,25
MN,Sherburne County,27,141,2005,Adult obesity,11,25
MN,Blue Earth County,27,13,2010,Adult obesity,11,25
IL,Whiteside County,17,195,2006,Adult obesity,11,25
IL,Whiteside County,17,195,2005,Adult obesity,11,25
OH,Richland County,39,139,2004,Adult obesity,11,25
MN,Blue Earth County,27,13,2004,Adult obesity,11,25
TX,Ward County,48,475,2005,Adult obesity,11,25
TX,Ward County,48,475,2004,Adult obesity,11,25
IL,White County,17,193,2005,Adult obesity,11,25
NE,Buffalo County,31,19,2004,Adult obesity,11,25
OH,Sandusky County,39,143,2004,Adult obesity,11,25
OH,Shelby County,39,149,2005,Adult obesity,11,25
OH,Shelby County,39,149,2004,Adult obesity,11,25
NE,Boyd County,31,15,2004,Adult obesity,11,25
NE,Boone County,31,11,2005,Adult obesity,11,25
GA,Whitfield County,13,313,2004,Adult obesity,11,25
TX,Val Verde County,48,465,2005,Adult obesity,11,25
MN,Carver County,27,19,2010,Adult obesity,11,25
MN,Carver County,27,19,2006,Adult obesity,11,25
NE,Blaine County,31,9,2005,Adult obesity,11,25
IN,Floyd County,18,43,2004,Adult obesity,11,25
TX,Fannin County,48,147,2007,Adult obesity,11,25
MN,Sibley County,27,143,2004,Adult obesity,11,25
MO,St. Charles County,29,183,2004,Adult obesity,11,25
GA,White County,13,311,2006,Adult obesity,11,25
MN,Carlton County,27,17,2005,Adult obesity,11,25
MN,Carlton County,27,17,2004,Adult obesity,11,25
TX,Uvalde County,48,463,2006,Adult obesity,11,25
TX,Upton County,48,461,2005,Adult obesity,11,25
TX,Upton County,48,461,2004,Adult obesity,11,25
IL,Will County,17,197,2005,Adult obesity,11,25
NE,Antelope County,31,3,2004,Adult obesity,11,25
GA,Walker County,13,295,2004,Adult obesity,11,25
PA,Erie County,42,49,2004,Adult obesity,11,25
IN,Elkhart County,18,39,2004,Adult obesity,11,25
TX,Floyd County,48,153,2005,Adult obesity,11,25
TX,Fisher County,48,151,2005,Adult obesity,11,25
TX,Fayette County,48,149,2006,Adult obesity,11,25
TX,Fayette County,48,149,2004,Adult obesity,11,25
MO,Schuyler County,29,197,2004,Adult obesity,11,25
PA,Erie County,42,49,2005,Adult obesity,11,25
OH,Vinton County,39,163,2004,Adult obesity,11,25
NE,Nebraska,31,0,2004,Adult obesity,11,25
IL,Winnebago County,17,201,2005,Adult obesity,11,25
IL,Winnebago County,17,201,2004,Adult obesity,11,25
IL,Williamson County,17,199,2004,Adult obesity,11,25
TX,Tyler County,48,457,2006,Adult obesity,11,25
TX,Travis County,48,453,2009,Adult obesity,11,25
PA,Delaware County,42,45,2006,Adult obesity,11,25
PA,Cumberland County,42,41,2005,Adult obesity,11,25
PA,Cumberland County,42,41,2004,Adult obesity,11,25
PA,Columbia County,42,37,2005,Adult obesity,11,25
TX,Fort Bend County,48,157,2010,Adult obesity,11,25
TX,Fort Bend County,48,157,2008,Adult obesity,11,25
TX,Fort Bend County,48,157,2005,Adult obesity,11,25
TX,Fort Bend County,48,157,2004,Adult obesity,11,25
TX,Foard County,48,155,2006,Adult obesity,11,25
GA,Columbia County,13,73,2006,Adult obesity,11,25
GA,Union County,13,291,2005,Adult obesity,11,25
OH,Wayne County,39,169,2004,Adult obesity,11,25
OH,Washington County,39,167,2004,Adult obesity,11,25
OH,Warren County,39,165,2005,Adult obesity,11,25
OH,Warren County,39,165,2004,Adult obesity,11,25
TX,Titus County,48,449,2005,Adult obesity,11,25
TX,Titus County,48,449,2004,Adult obesity,11,25
MN,Chisago County,27,25,2005,Adult obesity,11,25
MN,Chisago County,27,25,2004,Adult obesity,11,25
MN,Chippewa County,27,23,2005,Adult obesity,11,25
MN,Chippewa County,27,23,2004,Adult obesity,11,25
TX,Throckmorton County,48,447,2005,Adult obesity,11,25
MT,Yellowstone County,30,111,2006,Adult obesity,11,25
TX,Frio County,48,163,2004,Adult obesity,11,25
MN,Scott County,27,139,2009,Adult obesity,11,25
MN,Scott County,27,139,2005,Adult obesity,11,25
MN,Scott County,27,139,2004,Adult obesity,11,25
MN,St. Louis County,27,137,2007,Adult obesity,11,25
MN,St. Louis County,27,137,2006,Adult obesity,11,25
IN,Crawford County,18,25,2004,Adult obesity,11,25
PA,Clarion County,42,31,2004,Adult obesity,11,25
PA,Clinton County,42,35,2006,Adult obesity,11,25
PA,Carbon County,42,25,2004,Adult obesity,11,25
PA,Cambria County,42,21,2004,Adult obesity,11,25
PA,Butler County,42,19,2008,Adult obesity,11,25
PA,Butler County,42,19,2007,Adult obesity,11,25
TX,Garza County,48,169,2004,Adult obesity,11,25
GA,Dade County,13,83,2004,Adult obesity,11,25
TX,Terry County,48,445,2004,Adult obesity,11,25
TX,Terrell County,48,443,2004,Adult obesity,11,25
TX,Taylor County,48,441,2005,Adult obesity,11,25
TX,Taylor County,48,441,2004,Adult obesity,11,25
GA,Towns County,13,281,2006,Adult obesity,11,25
OH,Wood County,39,173,2005,Adult obesity,11,25
MN,Rock County,27,133,2009,Adult obesity,11,25
MN,Rock County,27,133,2004,Adult obesity,11,25
CO,Baca County,8,9,2008,Adult obesity,11,25
TX,Goliad County,48,175,2006,Adult obesity,11,25
TX,Goliad County,48,175,2005,Adult obesity,11,25
TX,Goliad County,48,175,2004,Adult obesity,11,25
TX,Glasscock County,48,173,2005,Adult obesity,11,25
TX,Glasscock County,48,173,2004,Adult obesity,11,25
IN,Cass County,18,17,2004,Adult obesity,11,25
PA,Centre County,42,27,2010,Adult obesity,11,25
PA,Carbon County,42,25,2005,Adult obesity,11,25
OH,Wood County,39,173,2004,Adult obesity,11,25
MT,Valley County,30,105,2008,Adult obesity,11,25
MT,Valley County,30,105,2007,Adult obesity,11,25
MT,Treasure County,30,103,2010,Adult obesity,11,25
MT,Treasure County,30,103,2009,Adult obesity,11,25
TX,Tarrant County,48,439,2006,Adult obesity,11,25
KS,Butler County,20,15,2004,Adult obesity,11,25
PA,Bradford County,42,15,2006,Adult obesity,11,25
PA,Bradford County,42,15,2005,Adult obesity,11,25
PA,Blair County,42,13,2004,Adult obesity,11,25
GA,DeKalb County,13,89,2010,Adult obesity,11,25
CO,Bent County,8,11,2009,Adult obesity,11,25
MN,Roseau County,27,135,2005,Adult obesity,11,25
MN,Roseau County,27,135,2004,Adult obesity,11,25
MN,Clay County,27,27,2005,Adult obesity,11,25
MT,Teton County,30,99,2007,Adult obesity,11,25
TX,Swisher County,48,437,2006,Adult obesity,11,25
TX,Sutton County,48,435,2004,Adult obesity,11,25
TX,Stonewall County,48,433,2005,Adult obesity,11,25
MT,Silver Bow County,30,93,2009,Adult obesity,11,25
MT,Teton County,30,99,2009,Adult obesity,11,25
OK,Canadian County,40,17,2004,Adult obesity,11,25
MT,Stillwater County,30,95,2010,Adult obesity,11,25
PA,Bedford County,42,9,2007,Adult obesity,11,25
PA,Beaver County,42,7,2005,Adult obesity,11,25
TX,Grayson County,48,181,2006,Adult obesity,11,25
TX,Grayson County,48,181,2004,Adult obesity,11,25
PA,Bucks County,42,17,2009,Adult obesity,11,25
TX,Starr County,48,427,2005,Adult obesity,11,25
TX,Somervell County,48,425,2005,Adult obesity,11,25
TX,Somervell County,48,425,2004,Adult obesity,11,25
TX,Sherman County,48,421,2005,Adult obesity,11,25
TX,Sherman County,48,421,2004,Adult obesity,11,25
OK,Cimarron County,40,25,2004,Adult obesity,11,25
GA,Rabun County,13,241,2006,Adult obesity,11,25
MN,Dodge County,27,39,2004,Adult obesity,11,25
MN,Dakota County,27,37,2010,Adult obesity,11,25
MN,Crow Wing County,27,35,2009,Adult obesity,11,25
MN,Crow Wing County,27,35,2004,Adult obesity,11,25
MN,Redwood County,27,127,2004,Adult obesity,11,25
TX,Guadalupe County,48,187,2005,Adult obesity,11,25
TX,Guadalupe County,48,187,2004,Adult obesity,11,25
TX,Gregg County,48,183,2005,Adult obesity,11,25
TX,Gregg County,48,183,2004,Adult obesity,11,25
TX,Grayson County,48,181,2008,Adult obesity,11,25
TX,Grayson County,48,181,2007,Adult obesity,11,25
PA,Berks County,42,11,2005,Adult obesity,11,25
IL,Woodford County,17,203,2004,Adult obesity,11,25
GA,Polk County,13,233,2005,Adult obesity,11,25
TX,Scurry County,48,415,2006,Adult obesity,11,25
TX,Schleicher County,48,413,2005,Adult obesity,11,25
TX,Schleicher County,48,413,2004,Adult obesity,11,25
TX,San Saba County,48,411,2006,Adult obesity,11,25
PA,Adams County,42,1,2005,Adult obesity,11,25
TX,Hale County,48,189,2005,Adult obesity,11,25
MN,Rice County,27,131,2005,Adult obesity,11,25
MN,Rice County,27,131,2004,Adult obesity,11,25
MN,Renville County,27,129,2004,Adult obesity,11,25
MN,Redwood County,27,127,2005,Adult obesity,11,25
PA,Beaver County,42,7,2004,Adult obesity,11,25
MT,Montana,30,0,2009,Adult obesity,11,25
TX,San Saba County,48,411,2005,Adult obesity,11,25
TX,San Saba County,48,411,2004,Adult obesity,11,25
TX,San Patricio County,48,409,2005,Adult obesity,11,25
TX,San Patricio County,48,409,2004,Adult obesity,11,25
MN,Douglas County,27,41,2005,Adult obesity,11,25
GA,Pierce County,13,229,2004,Adult obesity,11,25
GA,Pickens County,13,227,2008,Adult obesity,11,25
GA,Pickens County,13,227,2005,Adult obesity,11,25
OK,Custer County,40,39,2004,Adult obesity,11,25
OK,Ellis County,40,45,2004,Adult obesity,11,25
OR,Yamhill County,41,71,2007,Adult obesity,11,25
OR,Yamhill County,41,71,2006,Adult obesity,11,25
MT,Beaverhead County,30,1,2010,Adult obesity,11,25
MN,Ramsey County,27,123,2006,Adult obesity,11,25
TX,Hardeman County,48,197,2005,Adult obesity,11,25
TX,Hardeman County,48,197,2004,Adult obesity,11,25
TX,Hansford County,48,195,2006,Adult obesity,11,25
TX,Hamilton County,48,193,2006,Adult obesity,11,25
PA,Allegheny County,42,3,2006,Adult obesity,11,25
MT,Powell County,30,77,2010,Adult obesity,11,25
MT,Powell County,30,77,2008,Adult obesity,11,25
MT,Powell County,30,77,2007,Adult obesity,11,25
MT,Powder River County,30,75,2010,Adult obesity,11,25
TX,Sabine County,48,403,2005,Adult obesity,11,25
TX,Sabine County,48,403,2004,Adult obesity,11,25
MN,Red Lake County,27,125,2004,Adult obesity,11,25
MN,Ramsey County,27,123,2010,Adult obesity,11,25
KS,Kansas,20,0,2005,Adult obesity,11,25
PA,Pennsylvania,42,0,2005,Adult obesity,11,25
PA,Pennsylvania,42,0,2004,Adult obesity,11,25
OR,Yamhill County,41,71,2008,Adult obesity,11,25
MT,Pondera County,30,73,2006,Adult obesity,11,25
MT,Pondera County,30,73,2005,Adult obesity,11,25
TX,Runnels County,48,399,2006,Adult obesity,11,25
MN,Goodhue County,27,49,2004,Adult obesity,11,25
MN,Freeborn County,27,47,2004,Adult obesity,11,25
MN,Fillmore County,27,45,2006,Adult obesity,11,25
OK,Harmon County,40,57,2004,Adult obesity,11,25
OK,Greer County,40,55,2004,Adult obesity,11,25
TX,Refugio County,48,391,2004,Adult obesity,11,25
TX,Reeves County,48,389,2004,Adult obesity,11,25
TX,Hartley County,48,205,2004,Adult obesity,11,25
OK,Hughes County,40,63,2005,Adult obesity,11,25
OK,Hughes County,40,63,2004,Adult obesity,11,25
GA,Murray County,13,213,2004,Adult obesity,11,25
OK,Harper County,40,59,2004,Adult obesity,11,25
TX,Red River County,48,387,2004,Adult obesity,11,25
TX,Real County,48,385,2007,Adult obesity,11,25
TX,Real County,48,385,2006,Adult obesity,11,25
MT,Mineral County,30,61,2008,Adult obesity,11,25
MN,Grant County,27,51,2004,Adult obesity,11,25
TX,Randall County,48,381,2007,Adult obesity,11,25
TX,Rains County,48,379,2005,Adult obesity,11,25
TX,Rains County,48,379,2004,Adult obesity,11,25
TX,Presidio County,48,377,2010,Adult obesity,11,25
TX,Presidio County,48,377,2009,Adult obesity,11,25
GA,Lumpkin County,13,187,2005,Adult obesity,11,25
OK,Kay County,40,71,2004,Adult obesity,11,25
GA,Madison County,13,195,2005,Adult obesity,11,25
GA,Madison County,13,195,2004,Adult obesity,11,25
TX,Presidio County,48,377,2007,Adult obesity,11,25
TX,Presidio County,48,377,2006,Adult obesity,11,25
TX,Potter County,48,375,2005,Adult obesity,11,25
MN,Hubbard County,27,57,2009,Adult obesity,11,25
MN,Hubbard County,27,57,2004,Adult obesity,11,25
MT,Mineral County,30,61,2006,Adult obesity,11,25
OR,Yamhill County,41,71,2004,Adult obesity,11,25
OR,Wheeler County,41,69,2007,Adult obesity,11,25
OR,Wheeler County,41,69,2006,Adult obesity,11,25
OR,Wheeler County,41,69,2004,Adult obesity,11,25
MT,Meagher County,30,59,2009,Adult obesity,11,25
MT,Meagher County,30,59,2007,Adult obesity,11,25
MT,Meagher County,30,59,2006,Adult obesity,11,25
MT,Madison County,30,57,2009,Adult obesity,11,25
MN,Houston County,27,55,2005,Adult obesity,11,25
MN,Houston County,27,55,2004,Adult obesity,11,25
OR,Wallowa County,41,63,2006,Adult obesity,11,25
OR,Union County,41,61,2008,Adult obesity,11,25
GA,Effingham County,13,103,2005,Adult obesity,11,25
TX,Hemphill County,48,211,2005,Adult obesity,11,25
TX,Hemphill County,48,211,2004,Adult obesity,11,25
TX,Hays County,48,209,2007,Adult obesity,11,25
CA,Shasta County,6,89,2007,Adult obesity,11,25
TX,Pecos County,48,371,2006,Adult obesity,11,25
TX,Pecos County,48,371,2005,Adult obesity,11,25
TX,Pecos County,48,371,2004,Adult obesity,11,25
TX,Parmer County,48,369,2005,Adult obesity,11,25
TX,Parmer County,48,369,2004,Adult obesity,11,25
TX,Parker County,48,367,2005,Adult obesity,11,25
TX,Palo Pinto County,48,363,2005,Adult obesity,11,25
TX,Palo Pinto County,48,363,2004,Adult obesity,11,25
TX,Oldham County,48,359,2004,Adult obesity,11,25
CA,Solano County,6,95,2007,Adult obesity,11,25
CA,Solano County,6,95,2006,Adult obesity,11,25
CA,Solano County,6,95,2005,Adult obesity,11,25
OR,Polk County,41,53,2005,Adult obesity,11,25
TX,Hockley County,48,219,2005,Adult obesity,11,25
TX,Hockley County,48,219,2004,Adult obesity,11,25
MN,Pipestone County,27,117,2004,Adult obesity,11,25
MN,Pine County,27,115,2004,Adult obesity,11,25
MT,Carbon County,30,9,2010,Adult obesity,11,25
OR,Wasco County,41,65,2005,Adult obesity,11,25
OR,Wallowa County,41,63,2010,Adult obesity,11,25
OR,Wallowa County,41,63,2009,Adult obesity,11,25
CO,Adams County,8,1,2009,Adult obesity,11,25
CO,Adams County,8,1,2006,Adult obesity,11,25
TX,Houston County,48,225,2004,Adult obesity,11,25
TX,Hopkins County,48,223,2004,Adult obesity,11,25
TX,Hockley County,48,219,2006,Adult obesity,11,25
OR,Sherman County,41,55,2009,Adult obesity,11,25
OR,Sherman County,41,55,2005,Adult obesity,11,25
GA,Lowndes County,13,185,2005,Adult obesity,11,25
CA,Siskiyou County,6,93,2009,Adult obesity,11,25
CA,Siskiyou County,6,93,2008,Adult obesity,11,25
TX,Ochiltree County,48,357,2006,Adult obesity,11,25
TX,Ochiltree County,48,357,2004,Adult obesity,11,25
GA,Lee County,13,177,2005,Adult obesity,11,25
OK,McClain County,40,87,2004,Adult obesity,11,25
MT,McCone County,30,55,2010,Adult obesity,11,25
MN,Itasca County,27,61,2004,Adult obesity,11,25
MN,Isanti County,27,59,2005,Adult obesity,11,25
MN,Isanti County,27,59,2004,Adult obesity,11,25
MT,Liberty County,30,51,2008,Adult obesity,11,25
MT,Liberty County,30,51,2007,Adult obesity,11,25
MT,Liberty County,30,51,2005,Adult obesity,11,25
MN,Olmsted County,27,109,2004,Adult obesity,11,25
CO,Adams County,8,1,2010,Adult obesity,11,25
TX,Nolan County,48,353,2004,Adult obesity,11,25
TX,Nacogdoches County,48,347,2005,Adult obesity,11,25
MN,Kandiyohi County,27,67,2004,Adult obesity,11,25
MT,Judith Basin County,30,45,2009,Adult obesity,11,25
MT,Judith Basin County,30,45,2006,Adult obesity,11,25
MN,Kanabec County,27,65,2004,Adult obesity,11,25
TX,Moore County,48,341,2004,Adult obesity,11,25
OK,Oklahoma County,40,109,2005,Adult obesity,11,25
OK,Murray County,40,99,2004,Adult obesity,11,25
TX,Montgomery County,48,339,2008,Adult obesity,11,25
TX,Montgomery County,48,339,2007,Adult obesity,11,25
MT,Cascade County,30,13,2005,Adult obesity,11,25
TX,Hudspeth County,48,229,2005,Adult obesity,11,25
TX,Hudspeth County,48,229,2004,Adult obesity,11,25
MN,Pennington County,27,113,2004,Adult obesity,11,25
MN,Otter Tail County,27,111,2004,Adult obesity,11,25
MN,Olmsted County,27,109,2005,Adult obesity,11,25
TX,Montgomery County,48,339,2005,Adult obesity,11,25
TX,Montague County,48,337,2005,Adult obesity,11,25
KS,Bourbon County,20,11,2005,Adult obesity,11,25
TX,Mills County,48,333,2007,Adult obesity,11,25
MT,Granite County,30,39,2008,Adult obesity,11,25
IN,Allen County,18,3,2004,Adult obesity,11,25
MN,Lake County,27,75,2004,Adult obesity,11,25
GA,Gwinnett County,13,135,2005,Adult obesity,11,25
GA,Habersham County,13,137,2005,Adult obesity,11,25
GA,Gwinnett County,13,135,2010,Adult obesity,11,25
OR,Lane County,41,39,2005,Adult obesity,11,25
TX,Irion County,48,235,2005,Adult obesity,11,25
MN,Norman County,27,107,2004,Adult obesity,11,25
MN,Nobles County,27,105,2005,Adult obesity,11,25
MN,Nobles County,27,105,2004,Adult obesity,11,25
TX,Hutchinson County,48,233,2004,Adult obesity,11,25
TX,Hunt County,48,231,2004,Adult obesity,11,25
OK,Payne County,40,119,2005,Adult obesity,11,25
MN,Koochiching County,27,71,2005,Adult obesity,11,25
MN,Koochiching County,27,71,2004,Adult obesity,11,25
TX,Midland County,48,329,2006,Adult obesity,11,25
TX,Midland County,48,329,2004,Adult obesity,11,25
TX,Menard County,48,327,2006,Adult obesity,11,25
OK,Rogers County,40,131,2004,Adult obesity,11,25
TX,Jackson County,48,239,2004,Adult obesity,11,25
TX,Jack County,48,237,2005,Adult obesity,11,25
TX,Jack County,48,237,2004,Adult obesity,11,25
TX,Medina County,48,325,2005,Adult obesity,11,25
TX,Maverick County,48,323,2004,Adult obesity,11,25
TX,Mason County,48,319,2006,Adult obesity,11,25
TX,Mason County,48,319,2005,Adult obesity,11,25
TX,Mason County,48,319,2004,Adult obesity,11,25
GA,Gilmer County,13,123,2007,Adult obesity,11,25
TX,Martin County,48,317,2005,Adult obesity,11,25
TX,Martin County,48,317,2004,Adult obesity,11,25
MN,Lincoln County,27,81,2005,Adult obesity,11,25
MN,Lincoln County,27,81,2004,Adult obesity,11,25
MT,Fergus County,30,27,2010,Adult obesity,11,25
MT,Fallon County,30,25,2009,Adult obesity,11,25
MT,Fallon County,30,25,2006,Adult obesity,11,25
CA,Tehama County,6,103,2009,Adult obesity,11,25
CA,Sutter County,6,101,2008,Adult obesity,11,25
CA,Sutter County,6,101,2007,Adult obesity,11,25
OR,Klamath County,41,35,2008,Adult obesity,11,25
OR,Klamath County,41,35,2007,Adult obesity,11,25
OR,Josephine County,41,33,2009,Adult obesity,11,25
OR,Josephine County,41,33,2008,Adult obesity,11,25
TX,Jeff Davis County,48,243,2008,Adult obesity,11,25
TX,Jeff Davis County,48,243,2005,Adult obesity,11,25
TX,Jeff Davis County,48,243,2004,Adult obesity,11,25
GA,Franklin County,13,119,2005,Adult obesity,11,25
TX,Madison County,48,313,2004,Adult obesity,11,25
TX,McMullen County,48,311,2005,Adult obesity,11,25
TX,McLennan County,48,309,2005,Adult obesity,11,25
TX,McCulloch County,48,307,2006,Adult obesity,11,25
OK,Washington County,40,147,2004,Adult obesity,11,25
TX,Lynn County,48,305,2004,Adult obesity,11,25
TX,Lubbock County,48,303,2005,Adult obesity,11,25
TX,Lubbock County,48,303,2004,Adult obesity,11,25
TX,Loving County,48,301,2007,Adult obesity,11,25
TX,Loving County,48,301,2006,Adult obesity,11,25
TX,Loving County,48,301,2005,Adult obesity,11,25
TX,Loving County,48,301,2004,Adult obesity,11,25
TX,Jim Wells County,48,249,2005,Adult obesity,11,25
TX,Jim Wells County,48,249,2004,Adult obesity,11,25
TX,Jim Hogg County,48,247,2005,Adult obesity,11,25
MN,Nicollet County,27,103,2005,Adult obesity,11,25
MN,Murray County,27,101,2005,Adult obesity,11,25
MN,Murray County,27,101,2004,Adult obesity,11,25
MN,Mower County,27,99,2005,Adult obesity,11,25
MN,Mower County,27,99,2004,Adult obesity,11,25
OR,Lake County,41,37,2007,Adult obesity,11,25
TX,Kaufman County,48,257,2004,Adult obesity,11,25
TX,Karnes County,48,255,2004,Adult obesity,11,25
TX,Jones County,48,253,2005,Adult obesity,11,25
TX,Jones County,48,253,2004,Adult obesity,11,25
OR,Jefferson County,41,31,2005,Adult obesity,11,25
TX,Llano County,48,299,2010,Adult obesity,11,25
TX,Llano County,48,299,2008,Adult obesity,11,25
TX,Llano County,48,299,2007,Adult obesity,11,25
TX,Live Oak County,48,297,2005,Adult obesity,11,25
TX,Live Oak County,48,297,2004,Adult obesity,11,25
MN,McLeod County,27,85,2004,Adult obesity,11,25
